Pair ID,Dataset,Language model,Specificity,Words,Words shorter,Readability score,Readability score shorter,Cosine similarity,Cosine similarity shorter,Bi-encoder similarity,Bi-encoder similarity shorter,Cross-encoder similarity,Cross-encoder similarity shorter,Cross-encoder inference,Cross-encoder inference shorter
pair_127,collaborative_ssd_case_inspection,gpt-oss:20b,2,83,50,88.03767068273092,85.01600000000002,0.8804032627270035,0.6806305054669317,0.8172141909599304,0.7790002226829529,0.7094383,0.801704,contradiction,contradiction
pair_128,collaborative_ssd_case_inspection,gpt-oss:20b,2,146,85,80.7325570776256,89.71801470588237,0.8573171683404293,0.8892207170233843,0.8354508280754089,0.7341797351837158,0.70887583,0.7196651,neutral,neutral
pair_129,collaborative_ssd_case_inspection,gpt-oss:20b,2,300,162,61.61051724137931,84.03397435897438,0.6811435201239636,0.7045208929076819,0.7406579852104187,0.7902560234069824,0.62850004,0.5332544,entailment,entailment
pair_130,collaborative_ssd_case_inspection,gpt-oss:20b,2,82,41,73.85752032520327,89.79260162601628,0.8999096369368537,0.7965423539601779,0.752623975276947,0.6871525645256042,0.6797659,0.70265335,contradiction,contradiction
pair_131,collaborative_ssd_case_inspection,gpt-oss:20b,2,132,120,86.46627272727275,84.73500000000003,0.9378621420420831,0.9428633588890606,0.8619967103004456,0.8484256863594055,0.7764944,0.7395942,entailment,entailment
pair_132,collaborative_ssd_case_inspection,gpt-oss:20b,2,147,63,74.34709183673469,83.46285714285716,0.8734505854023442,0.7345005825915969,0.8498262166976929,0.8067206740379333,0.6268569,0.5738538,neutral,neutral
pair_133,collaborative_ssd_case_inspection,gpt-oss:20b,2,128,116,73.89250000000003,80.21857142857145,0.9031636984080581,0.9183253061570522,0.8500214219093323,0.8597872257232666,0.68776953,0.66921043,neutral,neutral
pair_134,collaborative_ssd_case_inspection,gpt-oss:20b,2,90,47,73.98608146067416,82.76297101449278,0.77303502201471,0.7822428892987335,0.8085355162620544,0.7244880199432373,0.6331569,0.7000835,entailment,entailment
pair_135,collaborative_ssd_case_inspection,gpt-oss:20b,2,117,96,68.63894080996887,86.68250000000002,0.8894036385945145,0.886176130994345,0.8441835045814514,0.8166838884353638,0.7294574,0.69546753,neutral,neutral
pair_136,collaborative_ssd_case_inspection,gpt-oss:20b,2,99,41,85.15011363636364,78.72993902439025,0.9183000003370366,0.8140016678450999,0.8275526165962219,0.8036766052246094,0.6703235,0.7282383,neutral,neutral
pair_137,collaborative_ssd_case_inspection,gpt-oss:20b,2,121,45,78.09514049586781,67.43750000000001,0.9134976916764544,0.7996144854010688,0.9000883102416992,0.8245287537574768,0.55485094,0.6915457,contradiction,contradiction
pair_138,collaborative_ssd_case_inspection,gpt-oss:20b,2,219,117,84.59788732394368,88.0659115044248,0.9391354169808701,0.8959958628137625,0.8568506836891174,0.8121760487556458,0.7140657,0.7748588,entailment,entailment
pair_139,collaborative_ssd_case_inspection,gpt-oss:20b,2,61,32,94.66224043715849,76.53625000000002,0.8375835756189743,0.6912515795116639,0.8890766501426697,0.8373761773109436,0.8000136,0.79119045,neutral,neutral
pair_140,collaborative_ssd_case_inspection,gpt-oss:20b,2,153,116,87.5054411764706,83.3714827586207,0.975211975539887,0.9336279879440305,0.917758584022522,0.8513823747634888,0.59495187,0.6390679,neutral,neutral
pair_141,collaborative_ssd_case_inspection,gpt-oss:20b,2,37,26,93.71126126126126,86.708,0.41499423623118936,0.2969689717882303,0.7182222604751587,0.646657407283783,0.8324397,0.7640703,entailment,entailment
pair_142,collaborative_ssd_case_inspection,gpt-oss:20b,2,46,35,79.34892857142859,77.8839285714286,0.9319401090165844,0.859065181316214,0.72836834192276,0.7645998597145081,0.8842029,0.75339663,entailment,entailment
pair_143,collaborative_ssd_case_inspection,gpt-oss:20b,2,119,73,79.95303571428575,73.5984589041096,0.8883605870760679,0.9162685265567644,0.7864958643913269,0.7783017754554749,0.7524996,0.7061131,entailment,entailment
pair_144,collaborative_ssd_case_inspection,gpt-oss:20b,2,154,94,79.98598701298702,89.65300000000002,0.8971222011875214,0.899783052491696,0.8911013603210449,0.8090254068374634,0.7783159,0.74583256,entailment,entailment
pair_145,collaborative_ssd_case_inspection,gpt-oss:20b,2,63,38,86.14857142857144,87.36578947368423,0.8232691899976416,0.8249249332324738,0.8311297297477722,0.8123660683631897,0.8280904,0.76854676,entailment,entailment
pair_146,collaborative_ssd_case_inspection,gpt-oss:20b,2,128,73,86.99787500000001,95.59892123287672,0.9005872258709026,0.7221026004564716,0.8546479344367981,0.7613555192947388,0.73169506,0.78961474,entailment,entailment
pair_147,collaborative_ssd_case_inspection,gpt-oss:20b,2,105,86,86.41714285714286,88.60784883720932,0.9383428212937498,0.9280312101190064,0.8348330855369568,0.8290262818336487,0.6414926,0.72955805,entailment,entailment
pair_148,collaborative_ssd_case_inspection,gpt-oss:20b,2,77,41,85.19632034632035,64.11268292682931,0.9029853869881853,0.8371640241938609,0.8447927832603455,0.7520768046379089,0.84554577,0.80797064,entailment,entailment
pair_149,collaborative_ssd_case_inspection,gpt-oss:20b,2,82,74,90.364837398374,91.48211711711714,0.9440663537355769,0.933689158617153,0.8782039284706116,0.8518553972244263,0.81209683,0.74954563,neutral,neutral
pair_150,collaborative_ssd_case_inspection,gpt-oss:20b,2,59,39,76.46316384180791,63.12692307692308,0.8454003498556025,0.7919510705014828,0.7941054701805115,0.7615788578987122,0.65855944,0.7367571,contradiction,contradiction
pair_151,collaborative_ssd_case_inspection,gpt-oss:20b,2,129,85,82.5439534883721,75.12117647058825,0.7827188080278558,0.7832365269015877,0.8561164736747742,0.8445869088172913,0.59879315,0.6467002,contradiction,contradiction
pair_152,collaborative_ssd_case_inspection,gpt-oss:20b,2,127,74,91.42484908136485,88.05238738738741,0.9627343012366268,0.9168299110237289,0.8267714977264404,0.7315366268157959,0.79046875,0.7109674,entailment,entailment
